0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
nan,0.012817089147684,0.000448283316827,0.003488156298831,0.000874286417764,0.006085000581137,0.000417901898576,0.00185783860836,0.000755720723352,0.010974670989466,0.000476902990472,0.007078363411616,0.007666920921777,0.000706021215053,0.005102932113055,0.004933578325707
nan,nan,0.000526062198398,0.002121764300077,0.001160925053893,0.003974320184641,0.000487498371798,0.000932499805216,0.000935522569008,0.007472203734957,0.000562732366091,0.004686047375925,0.005107678543996,0.000867212629145,0.003271353293748,0.003150297642541
nan,nan,nan,0.000541233958401,0.000618005304421,0.000441260711409,0.000328187261257,0.000859659686867,0.000546109224426,0.000317199146491,0.000368215189526,0.000411192077891,0.000394806808356,0.000515456177412,0.000474679938014,0.000480895045086
nan,nan,nan,nan,0.001147916415141,0.003633341842179,0.000501026062285,0.002579250809009,0.000972045641144,0.006909290684239,0.000579532987741,0.004299505385536,0.004694307995771,0.0008997379255,0.002975942391882,0.002862818231161
nan,nan,nan,nan,nan,0.000854920200571,0.000569309067691,0.005205879942941,0.001163120682129,0.000544179711757,0.000664762817723,0.000774143254188,0.000731596588321,0.00106889143205,0.001751384267639,0.014126188042514
nan,nan,nan,nan,nan,nan,0.000411594098364,0.001957868656893,0.000740138972984,0.011347840872735,0.000469182081867,0.007331500733074,0.007937921134525,0.000691960502552,0.005296639687069,0.005122212448659
nan,nan,nan,nan,nan,nan,nan,0.000833656823702,0.000505370281269,0.000299284675787,0.000345688557235,0.000384532925358,0.013427554770353,0.000478033482008,0.000441573313896,0.000447138461537
nan,nan,nan,nan,nan,nan,nan,nan,0.001806205617916,0.000922191760245,0.00055270721136,0.000318646404461,0.000399960357635,1.88157289199546E-05,0.001506655986582,7.73450512287346E-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.054257075433134,0.000584935106278,0.000674714099349,0.000639960338581,0.00091025818911,0.000815283440305,0.010069651634178
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000333781657509,0.013067598590695,0.014093738388929,0.00045855213832,0.009661349112199,0.009371721715146
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000436185312998,0.000418249182876,0.000550997821285,0.000505969660682,0.000512823312225
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00918211801002,0.000632746246923,0.006184559529983,0.005986870575454
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000601171067972,0.006710411488419,0.00649892163798
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000759628534385,0.000772419845648
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.055417662048068
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
